,Cluster ID,index,latitude,longitude,units
2319,2319,3751,37.541828,-121.95381,100.0
1188,1188,3254,37.5430221558,-122.307243347,72.0
1271,1271,5608,37.544411,-121.979707,94.0
1251,1251,4223,37.5490555,-122.0435681,150.0
1252,1252,5558,37.54943,-122.043032,50.0
330,330,2112,37.5506707281,-121.99015975,128.0
2865,2865,6301,37.550949,-122.305167,60.0
561,561,4080,37.55181298,-122.0075671,71.0
329,329,4064,37.55204366,-121.9872877,60.0
2793,2793,5853,37.552882,-121.973323,322.0
2086,2086,2606,37.5533797592,-121.974291131,322.0
560,560,4077,37.55342535,-122.0062635,81.0
1270,1270,3366,37.5534327328,-121.974401772,322.0
709,709,2594,37.5542675704,-122.256756574,280.0
312,312,4896,37.55480355,-122.286344,92.0
36,36,107,37.5555543602,-121.964774653,13.0
401,401,4071,37.55641388,-121.9633204,60.0
552,552,6392,37.556813,-122.009112,132.0
1637,1637,905,37.55682908,-122.009153143,43.0
1904,1904,1952,37.5580863655,-122.009560168,43.0
733,733,4060,37.55825805,-122.2755536,60.0
828,828,2739,37.5599441528,-122.004608154,98.0
396,396,6339,37.560928,-122.268521,159.0
1371,1371,5580,37.561936,-122.320596,200.0
1036,1036,3037,37.5631217957,-121.979248047,32.0
898,898,3814,37.565249,-122.324733,57.0
2469,2469,4891,37.56572559,-122.3239445,8.0
2017,2017,2135,37.5675582886,-122.32094574,16.0
2468,2468,4890,37.56772378,-122.3207165,43.0
2160,2160,3003,37.568901062,-122.328384399,43.0
487,487,4899,37.56945373,-122.3312424,44.0
1497,1497,4893,37.56960823,-122.3227239,11.0
2010,2010,2117,37.5697288513,-122.322509766,11.0
455,455,2263,37.5698639452,-121.965017393,43.0
2470,2470,4892,37.57013583,-122.3168281,9.0
2472,2472,4895,37.57172336,-122.3237094,6.0
2471,2471,4894,37.5754798,-122.3353472,15.0
794,794,3820,37.58072,-122.02395,125.0
870,870,3664,37.583171,-122.474209,103.0
986,986,4398,37.5842438,-122.4752239,102.0
2364,2364,3978,37.58651508,-122.33583,5.0
2157,2157,2986,37.5870933533,-122.364776611,43.0
2193,2193,3160,37.5877388567,-122.024139315,230.0
2254,2254,3392,37.5883899629,-122.070921063,43.0
2492,2492,4987,37.58854675,-122.0710754,230.0
1240,1240,5442,37.589205,-122.028888,45.0
1239,1239,4984,37.58973988,-122.0309703,40.0
2863,2863,6299,37.59022,-122.014499,100.0
2183,2183,3110,37.5944290161,-122.380607605,43.0
2196,2196,3175,37.594444,-122.052742,43.0
1229,1229,5708,37.59455,-122.055544,140.0
2235,2235,3324,37.5983691216,-122.018410787,43.0
2420,2420,4400,37.59895389,-122.4991516,100.0
54,54,210,37.599292,-122.498641,45.0
2007,2007,2101,37.5992927551,-122.498641968,100.0
2862,2862,6292,37.599695,-122.026454,57.0
2234,2234,3321,37.6016400754,-122.019766644,43.0
2161,2161,3004,37.6074142456,-122.400680542,43.0
535,535,4985,37.60800025,-122.0222975,121.0
2776,2776,5759,37.60804,-122.022298,121.0
32,32,98,37.6080451906,-122.022365034,25.0
124,124,1139,37.608055,-122.022727,43.0
2814,2814,5962,37.608258,-122.399807,27.0
2264,2264,3437,37.6095466614,-122.022331238,43.0
1987,1987,2060,37.6099281311,-122.494789124,43.0
533,533,6102,37.610776,-122.026805,57.0
2407,2407,4173,37.61388014,-121.6350097,40.0
1481,1481,4503,37.62347186,-122.4345351,114.0
2226,2226,3286,37.6260261536,-122.059646606,43.0
2393,2393,4136,37.6262978,-122.0494498,60.0
807,807,5726,37.628522,-122.099856,150.0
498,498,2313,37.6286125183,-122.490318298,10.0
2421,2421,4401,37.6297082,-122.4912465,10.0
1456,1456,4114,37.63145675,-122.0734922,96.0
2047,2047,2479,37.6314816624,-122.073206306,96.0
477,477,4128,37.63177864,-122.0924539,252.0
710,710,2595,37.6319694519,-122.424133301,185.0
39,39,131,37.6319885254,-122.051971436,43.0
2292,2292,3600,37.6321105957,-122.072776794,43.0
1199,1199,5632,37.632372,-122.075716,78.0
621,621,4130,37.63415047,-122.0729883,20.0
510,510,2324,37.6341552734,-122.065887451,40.0
2892,2892,6525,37.634547,-122.42291,114.0
1411,1411,5854,37.634588,-122.421885,300.0
743,743,6524,37.634679,-122.422991,114.0
2840,2840,6101,37.634811,-122.052879,151.0
507,507,2321,37.6392097473,-122.075889587,27.0
2419,2419,4395,37.64083774,-122.4903705,42.0
1423,1423,4399,37.64149428,-122.4906958,41.0
2220,2220,3262,37.6426544189,-122.082260132,43.0
1291,1291,3401,37.645885,-122.430763,181.0
50,50,6294,37.649357,-122.429901,62.0
2243,2243,3354,37.6495999843,-122.42748186,80.0
2486,2486,4963,37.65040207,-122.4277878,80.0
2787,2787,5827,37.650733,-122.086834,54.0
2425,2425,4444,37.65087312,-121.8541501,172.0
494,494,3643,37.65094,-122.086946,54.0
1127,1127,4117,37.65103011,-122.0883774,100.0
90,90,921,37.6511535645,-122.086204529,5.0
1682,1682,1128,37.651424408,-121.884033203,43.0
2244,2244,3359,37.6515197754,-122.492240906,43.0
1652,1652,932,37.6517061889,-122.117109373,43.0
1533,1533,5675,37.651828,-121.884763,78.0
1457,1457,4138,37.65184402,-122.1163483,78.0
355,355,3786,37.652362,-121.884325,78.0
1387,1387,5646,37.654297,-122.435569,74.0
848,848,5859,37.654608,-121.882466,200.0
1540,1540,13,37.6546170563,-121.882407367,198.0
2485,2485,4962,37.65486527,-122.4102251,63.0
708,708,2586,37.6550435275,-122.06868276,81.0
2757,2757,5673,37.655088,-122.068675,81.0
1922,1922,1972,37.6552467346,-122.4090271,43.0
2484,2484,4961,37.65546551,-122.4117427,6.0
2483,2483,4960,37.65549493,-122.4218816,24.0
1642,1642,914,37.6555976868,-122.073570251,43.0
414,414,2223,37.6557201147,-121.894374043,100.0
301,301,6106,37.656223,-122.073707,50.0
855,855,4959,37.65655098,-122.4211331,124.0
1354,1354,4955,37.65688458,-122.4316934,40.0
2871,2871,6374,37.658034,-121.87722,100.0
658,658,4958,37.6588153,-122.4327014,43.0
1825,1825,1584,37.659206,-122.432571,43.0
1830,1830,1589,37.6592063904,-122.432571411,43.0
1178,1178,3240,37.6609382629,-121.869674683,40.0
119,119,1121,37.6615104675,-121.873199463,43.0
1163,1163,3215,37.6620979309,-121.868469238,50.0
1169,1169,4131,37.66346301,-122.0821432,81.0
43,43,4140,37.66358185,-122.108345,66.0
42,42,926,37.6637763977,-122.107711792,35.0
421,421,2230,37.663787,-122.449241,34.0
1365,1365,4112,37.66607262,-122.1126115,26.0
1155,1155,3633,37.666448,-122.089432,10.0
787,787,4127,37.66652919,-122.1067792,151.0
343,343,4110,37.66875634,-122.0909632,26.0
1156,1156,3204,37.6687736511,-122.082115173,21.0
849,849,6103,37.668888,-122.089253,60.0
818,818,5867,37.669516,-122.096595,8.0
1359,1359,5346,37.669903,-122.117079,95.0
1360,1360,3521,37.6701812744,-122.118057251,65.0
1647,1647,919,37.670265,-122.090484,43.0
1941,1941,1997,37.6702651978,-122.090484619,43.0
589,589,6105,37.670574,-122.090719,36.0
793,793,2697,37.671459198,-122.073921204,45.0
1028,1028,5334,37.672993,-121.754294,80.0
2392,2392,4135,37.67357018,-122.1044123,7.0
998,998,2990,37.673664093,-121.782142639,12.0
2389,2389,4132,37.67459597,-122.0844935,8.0
2300,2300,3662,37.67501,-122.079045,42.0
2390,2390,4133,37.67525475,-122.104675,10.0
1660,1660,940,37.6753463745,-121.758789062,43.0
1957,1957,2016,37.6754188538,-122.104393005,43.0
1258,1258,4163,37.67612659,-121.7530227,75.0
1137,1137,5495,37.676686,-122.473228,50.0
200,200,1541,37.6772956848,-122.473472595,43.0
821,821,2732,37.6774178445,-121.861888468,172.0
2867,2867,6303,37.677659,-122.459468,74.0
876,876,4167,37.67818664,-121.7874318,130.0
877,877,6213,37.678375,-121.785431,250.0
1148,1148,5615,37.678539,-122.093504,50.0
1656,1656,936,37.679888159,-121.721692085,43.0
480,480,4126,37.68084336,-122.0632733,109.0
592,592,2411,37.681053,-121.721206,69.0
1330,1330,4164,37.68239509,-121.748343,55.0
1247,1247,3334,37.6826280355,-121.756269783,125.0
1822,1822,1549,37.6831703186,-122.465087891,43.0
1648,1648,920,37.6833877563,-122.103393555,43.0
2067,2067,2508,37.6841005683,-121.767211854,43.0
2061,2061,2500,37.684211731,-121.769638062,43.0
2363,2363,3977,37.68428546,-122.4026387,14.0
1385,1385,3992,37.6848526,-122.4643173,30.0
2370,2370,4019,37.68513837,-122.4589393,19.0
2015,2015,2125,37.6853065491,-122.45866394,18.0
287,287,5819,37.685462,-122.055579,5.0
40,40,133,37.686077,-122.136886,43.0
1065,1065,2130,37.6860771179,-122.136886597,46.0
1066,1066,6122,37.686079,-122.137241,92.0
735,735,3991,37.68608947,-122.467543,74.0
1650,1650,925,37.6861724854,-122.056167603,43.0
2405,2405,4171,37.68626455,-121.7693831,9.0
2769,2769,5728,37.686415,-122.137253,46.0
2406,2406,4172,37.68684065,-121.7431841,7.0
1438,1438,3610,37.6876632124,-121.75910756,39.0
1413,1413,5705,37.687918,-122.144182,75.0
2465,2465,4884,37.68799691,-122.1396079,122.0
1631,1631,891,37.688037,-122.061866,43.0
1934,1934,1988,37.6880378723,-122.06186676,43.0
944,944,6488,37.688297,-122.06259,28.0
2391,2391,4134,37.68846211,-122.0624769,28.0
1308,1308,3424,37.6891937256,-122.464668274,120.0
91,91,941,37.6903038025,-121.762374878,1.0
2366,2366,3985,37.6911676,-122.0770638,96.0
2775,2775,5749,37.692175,-122.114156,84.0
772,772,4887,37.69234085,-122.1139679,84.0
2792,2792,5851,37.692592,-122.133255,840.0
1003,1003,4169,37.69265371,-121.7770522,176.0
120,120,1130,37.6927292347,-122.113446817,43.0
469,469,5877,37.693016,-122.077117,97.0
339,339,4870,37.69315647,-122.1083375,80.0
1443,1443,5753,37.69317,-122.108301,80.0
2855,2855,6228,37.693372,-122.465813,71.0
616,616,4014,37.69341876,-122.4651795,47.0
1535,1535,1,37.6935653687,-122.108688354,17.0
1278,1278,4882,37.69372074,-122.1382782,143.0
1073,1073,3087,37.6970825195,-122.108337402,116.0
1064,1064,3073,37.6981964111,-122.113677979,104.0
602,602,2422,37.7006263733,-122.464057922,24.0
1009,1009,4018,37.70110321,-122.4145813,147.0
584,584,6030,37.705387,-121.900726,112.0
87,87,892,37.7053871155,-121.900726318,112.0
1248,1248,5331,37.706052,-122.462715,39.0
2371,2371,4020,37.70614417,-122.4629484,14.0
814,814,2723,37.7064232528,-121.862666979,322.0
1451,1451,6096,37.707149,-121.932535,54.0
551,551,6162,37.707704,-121.85993,304.0
2103,2103,2786,37.7078931034,-121.933150738,54.0
170,170,1389,37.7088781446,-122.423618138,43.0
579,579,4694,37.70892088,-122.4235877,101.0
2500,2500,5004,37.7094841003,-122.451675415,3.0
2275,2275,3483,37.7096875012,-122.418287247,43.0
2555,2555,5064,37.7099075317,-122.424865723,6.0
2553,2553,5062,37.7104187012,-122.467704773,2.0
2729,2729,5300,37.7106705308,-122.403882444,168.0
2656,2656,5206,37.7109474689,-122.459076941,43.0
2604,2604,5125,37.7109718323,-122.404373169,43.0
336,336,3860,37.711048,-122.412916,92.0
1517,1517,5138,37.7111687511,-122.394785732,18.0
1510,1510,5139,37.7111778259,-122.388084412,18.0
491,491,3867,37.711365,-122.412107,148.0
184,184,1447,37.7119560242,-122.406318665,43.0
2444,2444,4513,37.71200645,-122.4129062,91.0
1352,1352,6387,37.712085,-121.912329,283.0
1590,1590,190,37.7123998851,-122.412690818,19.0
2768,2768,5727,37.713128,-121.717447,72.0
2372,2372,4024,37.71377269,-121.9089995,304.0
35,35,105,37.7139810473,-121.717495769,15.0
640,640,3875,37.714586,-121.717404,72.0
2634,2634,5174,37.7146072388,-122.398727417,6.0
2612,2612,5135,37.7146556228,-122.478734851,43.0
1491,1491,4623,37.71507363,-122.4136555,91.0
1363,1363,4027,37.7151413,-121.9105148,79.0
2262,2262,3427,37.715473175,-122.413574219,91.0
1315,1315,5372,37.715601,-122.44169,36.0
1996,1996,2072,37.7156944275,-122.445632935,43.0
2584,2584,5100,37.7160720825,-122.439537048,8.0
121,121,4885,37.71662521,-122.1442947,68.0
1515,1515,5950,37.716714,-122.390529,196.0
1162,1162,5445,37.7171,-122.145199,16.0
2497,2497,5001,37.7171004564,-122.443141937,2.0
2223,2223,3274,37.7171897888,-122.461608887,43.0
123,123,1135,37.7176742554,-122.145111084,43.0
2639,2639,5185,37.717731,-122.440589,9.0
1141,1141,5729,37.718212,-122.144,26.0
2549,2549,5058,37.7182846069,-122.385864258,43.0
2664,2664,5223,37.7185974121,-122.476272583,284.0
1496,1496,4886,37.718936,-122.147957,50.0
122,122,6125,37.71901,-122.147829,51.0
2857,2857,6230,37.719139,-122.39805,73.0
2453,2453,4525,37.72040558,-122.3868179,478.0
2253,2253,3390,37.7205135673,-122.386601642,43.0
822,822,5995,37.722352,-122.156783,70.0
2706,2706,5271,37.72312738,-122.455083132,3.0
1242,1242,5440,37.723269,-122.157314,7.0
2635,2635,5180,37.7234458923,-122.442085266,43.0
2520,2520,5027,37.7237127721,-122.438210025,2.0
2647,2647,5195,37.7238616943,-122.455200195,26.0
2698,2698,5262,37.7245330811,-122.457885742,43.0
2445,2445,4514,37.72460663,-122.4598979,91.0
2437,2437,4506,37.72494294,-122.4035219,10.0
1520,1520,5247,37.7253379822,-122.399307251,23.0
2689,2689,5252,37.7255401611,-122.402450562,1.0
166,166,1367,37.72681427,-122.394134521,116.0
1334,1334,5689,37.726965,-122.393713,116.0
1331,1331,3453,37.7270927429,-122.393119812,54.0
878,878,2795,37.7282485962,-121.926177979,120.0
987,987,4524,37.72848892,-122.3808212,597.0
2547,2547,5056,37.7288894653,-122.440467834,2.0
2501,2501,5005,37.7291717529,-122.397743225,24.0
1395,1395,4721,37.72932053,-122.376564,82.0
2281,2281,3523,37.7294500172,-122.373026311,43.0
1355,1355,5767,37.729504,-122.379565,157.0
2494,2494,4998,37.730430603,-122.395820618,3.0
2617,2617,5148,37.7308199555,-122.428787425,2.0
1249,1249,3337,37.7309837341,-122.38105011,156.0
1218,1218,3294,37.7311377972,-122.381817251,145.0
2248,2248,3374,37.7313691378,-122.377287671,43.0
783,783,2684,37.7322616428,-121.947755367,105.0
2581,2581,5096,37.7326316833,-122.404212952,4.0
1307,1307,3422,37.732711792,-122.384864807,146.0
2293,2293,3603,37.7328658104,-122.418656051,43.0
2559,2559,5070,37.7339782715,-122.433624268,2.0
2510,2510,5016,37.7342270315,-122.429665849,3.0
1158,1158,4877,37.73473038,-122.1632741,60.0
965,965,4540,37.73479388,-122.3830519,300.0
2789,2789,5832,37.735242,-122.379131,43.0
1484,1484,4557,37.73531594,-122.3832583,130.0
1487,1487,5402,37.735647,-122.390341,49.0
2259,2259,3418,37.7356872559,-122.390029907,49.0
1088,1088,5502,37.73581,-122.392456,45.0
1503,1503,5188,37.7358551025,-122.504737854,7.0
698,698,2568,37.7359237671,-122.184211731,58.0
2027,2027,2213,37.736000061,-122.382629395,130.0
1149,1149,3188,37.7365074158,-122.387489319,94.0
2197,2197,3187,37.7367308736,-122.380024195,478.0
1046,1046,3049,37.7367668152,-122.384620667,101.0
372,372,5698,37.73691,-122.410299,46.0
2280,2280,3522,37.7374497056,-122.421091497,43.0
564,564,5975,37.737558,-122.389644,30.0
1121,1121,4522,37.73770142,-122.4215317,895.0
1043,1043,4567,37.73775236,-122.4325592,275.0
2562,2562,5074,37.7380943298,-122.389205933,2.0
1214,1214,3289,37.7401654422,-122.434129715,58.0
879,879,3665,37.7404,-122.1753,13.0
2875,2875,6397,37.741217,-122.149431,33.0
383,383,6322,37.741295,-122.149592,12.0
971,971,5336,37.741845,-122.16863,49.0
1436,1436,3607,37.742759,-122.171249,72.0
781,781,5887,37.74295,-122.42021,49.0
2039,2039,2389,37.7432022095,-122.436264038,104.0
2511,2511,5018,37.7433738708,-122.427467346,4.0
574,574,5793,37.743849,-122.437153,104.0
2607,2607,5128,37.7440185547,-122.424842834,1.0
2548,2548,5057,37.7448995411,-122.420286834,3.0
2537,2537,5045,37.7454185486,-122.452529907,2.0
2586,2586,5104,37.7461700439,-122.419830322,2.0
1181,1181,4529,37.74634933,-122.4547653,585.0
307,307,5352,37.74695,-122.440337,21.0
1552,1552,36,37.7469520569,-122.439865112,43.0
528,528,4590,37.74803993,-122.4182303,55.0
1422,1422,3584,37.7480697632,-122.177490234,1.0
2633,2633,5173,37.7482194453,-122.418325469,9.0
529,529,6223,37.7483,-122.411917,160.0
2310,2310,3713,37.748329,-122.417072,24.0
173,173,1403,37.7485351562,-122.416816711,43.0
1224,1224,3301,37.748592943,-122.411562949,160.0
655,655,6186,37.748857,-122.161984,12.0
2513,2513,5020,37.7488861084,-122.439399719,2.0
1948,1948,2007,37.7489852905,-122.426856995,43.0
537,537,2349,37.7490133792,-122.405908853,25.0
2413,2413,4364,37.74904251,-122.16642,232.0
2665,2665,5224,37.7490482479,-122.41900675,43.0
2203,2203,3206,37.7492179871,-122.160476685,43.0
1978,1978,2051,37.7493476868,-122.408988953,43.0
707,707,2585,37.749581337,-122.185240164,137.0
1539,1539,5,37.7496337891,-122.158302307,43.0
2450,2450,4519,37.74970719,-122.4154028,15.0
2845,2845,6165,37.749748,-122.158754,32.0
2745,2745,5371,37.749993,-122.417117,30.0
2289,2289,3588,37.7501915395,-122.185891271,43.0
978,978,2960,37.7503700256,-122.416862488,29.0
2525,2525,5032,37.7504768372,-122.390792847,2.0
2414,2414,4370,37.75065231,-122.1864624,73.0
1232,1232,3314,37.750833258,-122.415914834,11.0
172,172,1400,37.7509593219,-122.396454737,43.0
2288,2288,3583,37.7513809204,-122.169639587,43.0
2323,2323,3767,37.751466,-122.406201,20.0
2509,2509,5015,37.751577571,-122.430233136,2.0
1206,1206,5653,37.751644,-122.418425,13.0
1985,1985,2058,37.7517318726,-122.409347534,43.0
115,115,1095,37.7517623901,-122.185150146,43.0
397,397,4665,37.75184861,-122.4063573,20.0
932,932,6460,37.751864,-122.184626,20.0
179,179,1423,37.7518967539,-122.40626961,43.0
1015,1015,3013,37.7524385601,-122.407212406,50.0
2002,2002,2080,37.7524528503,-122.417564392,43.0
2167,2167,3024,37.7527084351,-122.416671753,12.0
1482,1482,5550,37.752871,-122.416338,12.0
1502,1502,5305,37.7531191707,-122.393761128,3.0
606,606,2424,37.7534913272,-122.19306685,115.0
981,981,4523,37.75352859,-122.3968506,627.0
1944,1944,2002,37.7540168762,-122.163131714,43.0
2543,2543,5051,37.754322,-122.423904,1.0
2567,2567,5080,37.7544663101,-122.412117496,7.0
1516,1516,5110,37.7546151727,-122.390826121,5.0
2660,2660,5216,37.7551549673,-122.412181869,43.0
1044,1044,3048,37.7553329468,-122.180908203,51.0
1419,1419,3581,37.7554893494,-122.420036316,51.0
327,327,5339,37.755892,-122.180238,76.0
2526,2526,5033,37.7559039742,-122.476613224,8.0
2684,2684,5246,37.7559432983,-122.421318054,43.0
1662,1662,1016,37.7560195923,-122.187644958,1.0
2535,2535,5042,37.7560348511,-122.412490845,43.0
2688,2688,5251,37.756164819,-122.418879345,43.0
2711,2711,5277,37.7561876178,-122.389047146,34.0
2655,2655,5204,37.7564303577,-122.465838119,43.0
2870,2870,6370,37.75651,-122.196762,72.0
98,98,975,37.7565892786,-122.196703926,43.0
1417,1417,3579,37.7566013485,-122.196683139,118.0
2438,2438,4507,37.75688247,-122.4166923,30.0
2457,2457,4656,37.75704696,-122.3928479,177.0
527,527,4662,37.75711706,-122.4167446,30.0
607,607,4381,37.75720978,-122.1998596,106.0
600,600,4304,37.75731331,-122.1997421,146.0
2277,2277,3515,37.7573208511,-122.395789549,43.0
605,605,4296,37.75732157,-122.1972697,115.0
2868,2868,6364,37.75746,-122.199829,146.0
1339,1339,5356,37.757475,-122.417855,134.0
1669,1669,1027,37.7574882507,-122.19745636,43.0
2524,2524,5031,37.7578392029,-122.40335083,1.0
2719,2719,5287,37.7579612732,-122.394569397,11.0
2544,2544,5052,37.7580370009,-122.396014184,7.0
1045,1045,5335,37.758066,-122.184741,24.0
2284,2284,3553,37.7583618164,-122.176589966,43.0
2669,2669,5229,37.7586498857,-122.42121622,43.0
2204,2204,3208,37.7586760372,-122.166666538,43.0
2622,2622,5153,37.7588386536,-122.419662476,43.0
2199,2199,3195,37.7588500977,-122.169067383,43.0
2732,2732,5306,37.7588879317,-122.459460497,43.0
1093,1093,3200,37.7589462698,-122.168323472,43.0
2727,2727,5297,37.7591972351,-122.391731262,43.0
2621,2621,5152,37.7596702576,-122.390861511,43.0
1255,1255,5373,37.76,-122.423397,39.0
1006,1006,2999,37.7600708008,-122.437454224,20.0
996,996,3613,37.760187,-122.202172,2.0
2733,2733,5308,37.7602272034,-122.389152527,6.0
2412,2412,4355,37.76022952,-122.1487542,123.0
2580,2580,5095,37.7603664994,-122.409950942,9.0
2661,2661,5217,37.7605810761,-122.387846187,2.0
2542,2542,5050,37.7606201172,-122.424362183,5.0
1907,1907,1956,37.760796994,-122.235156745,43.0
2700,2700,5265,37.760799408,-122.388900757,43.0
2558,2558,5069,37.7609024048,-122.489532471,2.0
164,164,1355,37.7609519958,-122.411804199,43.0
1351,1351,4362,37.76100922,-122.199379,100.0
2609,2609,5132,37.7610321045,-122.411506653,21.0
1022,1022,4359,37.76113129,-122.1951141,372.0
2638,2638,5184,37.7611846924,-122.388122559,39.0
2749,2749,5659,37.761221,-122.161624,120.0
726,726,6218,37.761294,-122.388532,36.0
2496,2496,5000,37.7613143921,-122.390052795,5.0
1190,1190,5338,37.761384,-122.163031,54.0
508,508,4286,37.76147573,-122.1627297,120.0
2721,2721,5289,37.7615013123,-122.389274597,10.0
163,163,1349,37.7615356445,-122.41153717,43.0
1997,1997,2075,37.7615737915,-122.432510376,43.0
2546,2546,5055,37.7616043091,-122.419761658,3.0
691,691,5994,37.761677,-122.411544,24.0
690,690,5993,37.761677,-122.411528,93.0
2495,2495,4999,37.761849761,-122.398452982,6.0
631,631,4238,37.76195381,-122.1642394,20.0
1525,1525,5294,37.7620048523,-122.41998291,43.0
2731,2731,5303,37.7620277405,-122.389320374,8.0
2214,2214,3244,37.7620442212,-122.429640368,43.0
2556,2556,5066,37.7620849609,-122.389007568,2.0
2539,2539,5047,37.762134552,-122.503112793,1.0
1362,1362,3500,37.762134552,-122.422080994,49.0
2710,2710,5276,37.7622789145,-122.391664982,16.0
599,599,6494,37.762347,-122.193663,30.0
474,474,2283,37.7625274658,-122.418861389,48.0
2675,2675,5235,37.7625632286,-122.387819365,18.0
2282,2282,3525,37.7627487183,-122.183097839,43.0
2299,2299,3656,37.762826,-122.419398,48.0
1949,1949,2008,37.7628860474,-122.235809326,43.0
1943,1943,1999,37.7629165649,-122.183273315,43.0
2681,2681,5242,37.76292,-122.435501,3.0
2536,2536,5044,37.7630996704,-122.421295166,2.0
1492,1492,4635,37.76312658,-122.4077594,63.0
2032,2032,2301,37.7631278336,-122.407777682,63.0
1040,1040,4555,37.7632042,-122.4641029,30.0
2240,2240,3346,37.7632103115,-122.432976365,43.0
410,410,2218,37.7632865906,-122.193328857,1.0
994,994,4930,37.76330978,-121.9147452,350.0
2620,2620,5151,37.7633585036,-122.38788709,43.0
2701,2701,5266,37.7634773254,-122.407669067,11.0
2523,2523,5030,37.763599,-122.4207,6.0
2883,2883,6450,37.763622,-122.241524,62.0
2714,2714,5281,37.7637863159,-122.388374329,12.0
1246,1246,4603,37.76382407,-122.426234,66.0
1990,1990,2064,37.7639656067,-122.42098999,43.0
2578,2578,5091,37.7641143799,-122.402664185,20.0
506,506,3621,37.764127,-122.171255,4.0
2659,2659,5213,37.7641383559,-122.433001176,43.0
2499,2499,5003,37.7641639709,-122.395301819,2.0
1947,1947,2006,37.7641868591,-122.469345093,43.0
2442,2442,4511,37.76426752,-122.4241608,11.0
1501,1501,4997,37.7643547058,-122.417854309,8.0
296,296,5823,37.764357,-122.420519,9.0
1783,1783,1410,37.7643661499,-122.420707703,16.0
1134,1134,5587,37.764543,-122.419607,132.0
1994,1994,2070,37.7645492554,-122.449409485,43.0
2304,2304,3688,37.764568,-122.428752,18.0
2640,2640,5186,37.7645759583,-122.466018677,43.0
2211,2211,3237,37.764633894,-122.174699754,232.0
539,539,2351,37.7647285461,-122.429000854,18.0
2144,2144,2938,37.7647781372,-122.251190186,43.0
113,113,1079,37.764881134,-122.19833374,43.0
521,521,3661,37.764992,-122.42177,20.0
903,903,5969,37.764993,-122.420646,88.0
2702,2702,5267,37.7650260925,-122.394134521,5.0
167,167,1374,37.765033,-122.410743,43.0
2052,2052,2489,37.7650337219,-122.410743713,43.0
2717,2717,5285,37.76514,-122.407814,11.0
1530,1530,5211,37.7652816772,-122.39402771,2.0
1202,1202,3276,37.7653007507,-122.167480469,12.0
2667,2667,5227,37.7655377984,-122.410690561,1.0
1368,1368,3507,37.7656326294,-122.18182373,43.0
2641,2641,5189,37.7657248825,-122.431383133,3.0
559,559,3745,37.765906,-122.42212,59.0
2188,2188,3129,37.7660179138,-122.425575256,43.0
908,908,4702,37.76618824,-122.4220793,80.0
1991,1991,2065,37.7662620544,-122.18031311,43.0
2658,2658,5212,37.7662773132,-122.421699524,2.0
1392,1392,3547,37.7663230896,-122.168434143,4.0
2271,2271,3471,37.7663497925,-122.195991516,43.0
2678,2678,5239,37.7664095163,-122.398126423,2.0
2674,2674,5234,37.7664658427,-122.397056893,91.0
2596,2596,5117,37.7664871216,-122.419487,3.0
2709,2709,5275,37.7665252686,-122.430770874,10.0
2676,2676,5237,37.7665405273,-122.417976379,7.0
2653,2653,5202,37.7670505643,-122.419912666,40.0
2724,2724,5293,37.7670936584,-122.41683197,43.0
190,190,1521,37.7670974731,-122.423202515,6.0
2679,2679,5240,37.7671012878,-122.419448853,6.0
538,538,4687,37.76712689,-122.4221031,260.0
178,178,1420,37.7672958374,-122.421401978,43.0
2129,2129,2917,37.767405957,-122.421171293,43.0
1976,1976,2049,37.7674293518,-122.167907715,43.0
2585,2585,5101,37.7675476074,-122.428031921,1.0
1316,1316,4536,37.76755524,-122.4232941,149.0
1105,1105,5366,37.767812,-122.419916,124.0
102,102,996,37.7680435181,-122.196342468,5.0
2873,2873,6384,37.768097,-122.244668,19.0
2628,2628,5166,37.7682571411,-122.423927307,43.0
1508,1508,5187,37.768291086,-122.4221389,4.0
2521,2521,5028,37.7683029175,-122.422531128,4.0
1968,1968,2032,37.768321991,-122.240722656,43.0
1468,1468,4303,37.76836387,-122.1789465,69.0
2572,2572,5085,37.7685203552,-122.422592163,3.0
1528,1528,5225,37.7685585022,-122.426307678,4.0
1055,1055,3178,37.7686726302,-122.194572911,43.0
2097,2097,2700,37.7686843872,-122.178024292,69.0
2662,2662,5218,37.7688919008,-122.42698431,43.0
1053,1053,3060,37.7689208984,-122.423873901,110.0
2209,2209,3231,37.768928,-122.430976,43.0
2283,2283,3533,37.769153,-122.169242,43.0
2125,2125,2911,37.7693405151,-122.420692444,43.0
291,291,1985,37.769367218,-122.445533752,43.0
2258,2258,3414,37.7694451064,-122.430060133,43.0
609,609,6466,37.769568,-122.175526,65.0
2599,2599,5120,37.7695792168,-122.450556234,43.0
608,608,3508,37.7696570009,-122.175377682,21.0
2690,2690,5254,37.7696576715,-122.403913289,43.0
1366,1366,4341,37.76976489,-122.1769846,19.0
2181,2181,3086,37.7698020935,-122.204391479,43.0
366,366,4711,37.76994233,-122.4291749,93.0
2268,2268,3464,37.770034,-122.194648,43.0
1447,1447,3901,37.77006012,-122.2756953,40.0
3,3,2221,37.7702269703,-122.276003435,40.0
2663,2663,5219,37.7702584863,-122.425692156,43.0
2532,2532,5039,37.77029,-122.402809,15.0
346,346,6216,37.770334,-122.185134,54.0
106,106,1011,37.7703437805,-122.183479309,43.0
